platform,title,description,category,subcategory,source_url,thumbnail_url,tags,image_urls,price
Printables,Ragno per Halloween,"This Halloween Spider is a must-have for your spooky decorations! Crafted meticulously, this model is designed to be 3D printed at a layer height of 0.2, but can also be printed at 0.26 to conserve filament. Despite the reduced filament usage, the model retains its stunning detail and durability. With a filling of 5% and a medium-fast speed, this spider will be ready to spook in no time!",Seasonal & Holidays,Halloween,https://www.printables.com/model/1343005-ragno-per-halloween,https://media.printables.com/media/prints/c12929c6-30ca-4083-a773-b754599a2ed5/images/10133456_6f7e0011-3d1e-4d65-a8f7-5ecec23504ee_4f922684-2337-4ab7-9625-c8ce341939cc/thumbs/inside/320x240/png/screenshot-2025-07-01-033703.webp,"halloween,decorazione,ragno,paura,spaventoso,decorazionehalloween,pauroso,3D printing,Halloween decor,spider,spooky,3D model,printables,scary,holiday decoration","[['https://media.printables.com/media/prints/c12929c6-30ca-4083-a773-b754599a2ed5/images/10133456_6f7e0011-3d1e-4d65-a8f7-5ecec23504ee_4f922684-2337-4ab7-9625-c8ce341939cc/thumbs/inside/1600x1200/png/screenshot-2025-07-01-033703.webp', 'https://media.printables.com/media/prints/c12929c6-30ca-4083-a773-b754599a2ed5/images/10133456_6f7e0011-3d1e-4d65-a8f7-5ecec23504ee_4f922684-2337-4ab7-9625-c8ce341939cc/thumbs/cover/320x240/png/screenshot-2025-07-01-033703.webp'], ['https://media.printables.com/media/prints/df9bf340-47d2-4d1a-a22a-bac726d7b57c/previews/thumbs/inside/1600x1200/png/1af4423f-fd4d-4125-9f2c-6df77e1a89fd.webp', 'https://media.printables.com/media/prints/df9bf340-47d2-4d1a-a22a-bac726d7b57c/previews/thumbs/cover/320x240/png/1af4423f-fd4d-4125-9f2c-6df77e1a89fd.webp'], ['https://media.printables.com/media/prints/1e4c01a7-0ffd-4605-9fb9-156c0a508b3d/images/10133457_c6653b60-ab3a-4992-912e-80962aacf386_95d0c5be-1a17-4508-b746-a8b229823bd0/thumbs/inside/1600x1200/png/screenshot-2025-07-01-033633.webp', 'https://media.printables.com/media/prints/1e4c01a7-0ffd-4605-9fb9-156c0a508b3d/images/10133457_c6653b60-ab3a-4992-912e-80962aacf386_95d0c5be-1a17-4508-b746-a8b229823bd0/thumbs/cover/320x240/png/screenshot-2025-07-01-033633.webp']]",Free
Printables,Ozzy Statue,"Celebrate the life and legacy of the legendary Ozzy with this finely crafted 3D printed statue. A perfect tribute to a music icon, this piece is sure to add a touch of rock history to any collection.",Art & Decorations,Sculptures,https://www.printables.com/model/1363388-ozzy-statue,https://media.printables.com/media/prints/ad3c928f-e82c-44a3-893b-bfc923bb6250/images/10293607_d06bd2cf-d797-4478-9b9a-1895b8078122_56405292-7506-483e-a50f-fa2f7160a60c/thumbs/inside/320x240/png/bild_2025-07-23_200106611.webp,"Ozzy,statue,3D model,music icon,rock history,tribute,collectible,home decor,3D printed,rock legend,music memorabilia,Ozzy Osbourne,music legend,rock and roll,iconic figure","[['https://media.printables.com/media/prints/ad3c928f-e82c-44a3-893b-bfc923bb6250/images/10293607_d06bd2cf-d797-4478-9b9a-1895b8078122_56405292-7506-483e-a50f-fa2f7160a60c/thumbs/inside/1600x1200/png/bild_2025-07-23_200106611.webp', 'https://media.printables.com/media/prints/ad3c928f-e82c-44a3-893b-bfc923bb6250/images/10293607_d06bd2cf-d797-4478-9b9a-1895b8078122_56405292-7506-483e-a50f-fa2f7160a60c/thumbs/cover/320x240/png/bild_2025-07-23_200106611.webp']]",Free
Printables,Armenian Khachkar Stone,"This 3D model captures the intricate beauty of the Armenian Khachkar Stone, a symbol of Armenia's rich cultural and religious heritage. Each Khachkar is a unique work of art, carved with a central cross and a symphony of other motifs. This model is more than just a historical representation; it's a visual prayer, a chronicle of history, and a testament to a nation's identity. Crafted from local volcanic tuff, it's a durable piece that withstands the test of time. Bring home this unique piece of history and let it tell its story.",Art & Decorations,Sculptures,https://www.printables.com/model/1357161-armenian-khachkar-stone,https://media.printables.com/media/prints/9761e2b3-4252-4826-b1a7-189484f9556e/images/10247168_242cb904-854b-428a-8ac4-cadd6db85894_930b2089-5d5b-4f10-8dd8-9bf5c70d67ac/thumbs/inside/320x240/png/aks.webp,"stone,cross,christian,armenian,sculpture,3D model,heritage,culture,history,religious,art,Armenia,Khachkar,volcanic tuff,unique","[['https://media.printables.com/media/prints/9761e2b3-4252-4826-b1a7-189484f9556e/images/10247168_242cb904-854b-428a-8ac4-cadd6db85894_930b2089-5d5b-4f10-8dd8-9bf5c70d67ac/thumbs/inside/1600x1200/png/aks.webp', 'https://media.printables.com/media/prints/9761e2b3-4252-4826-b1a7-189484f9556e/images/10247168_242cb904-854b-428a-8ac4-cadd6db85894_930b2089-5d5b-4f10-8dd8-9bf5c70d67ac/thumbs/cover/320x240/png/aks.webp'], ['https://media.printables.com/media/prints/d6accc4d-50c0-4edb-ab2e-3859220c0a17/previews/thumbs/inside/1600x1200/png/29faeb8f-2ae2-4103-9bfd-bb09c5c59a51.webp', 'https://media.printables.com/media/prints/d6accc4d-50c0-4edb-ab2e-3859220c0a17/previews/thumbs/cover/320x240/png/29faeb8f-2ae2-4103-9bfd-bb09c5c59a51.webp']]",Free
Printables,6-5th century BCE silver coin from the Greek city of Cyrene : Silphium and Magas,"Get transported back to the Greek city of Cyrene with this meticulously crafted 3D model of a 6-5th century BCE silver coin. Featuring the enigmatic Silphium plant and the legendary King Magas, this model offers a unique glimpse into ancient history and Greek mythology. Perfect for enthusiasts, collectors, and educators alike.",Toys & Miniatures,Educational Toys,https://www.printables.com/model/1360476-6-5th-century-bce-silver-coin-from-the-greek-city,https://media.printables.com/media/prints/11440372-135d-4f86-9977-51d64850a205/images/10270657_a4a4b610-4e33-4ea2-90df-0b5951382066_f4cc6829-d3f3-4b48-86f3-f479f762ed94/thumbs/inside/320x240/png/silphium.webp,"coin,plant,island,medicine,silphium,cyrene,magas,Greek history,ancient coin,educational,3D model,historical artifact,Greek mythology,King Magas,BCE","[['https://media.printables.com/media/prints/11440372-135d-4f86-9977-51d64850a205/images/10270657_a4a4b610-4e33-4ea2-90df-0b5951382066_f4cc6829-d3f3-4b48-86f3-f479f762ed94/thumbs/inside/1600x1200/png/silphium.webp', 'https://media.printables.com/media/prints/11440372-135d-4f86-9977-51d64850a205/images/10270657_a4a4b610-4e33-4ea2-90df-0b5951382066_f4cc6829-d3f3-4b48-86f3-f479f762ed94/thumbs/cover/320x240/png/silphium.webp'], ['https://media.printables.com/media/prints/bc2f2436-fc72-4d65-af3c-a2498018db75/previews/thumbs/inside/1600x1200/png/aee00e9c-ec30-4f7c-9828-7cb40d582f21.webp', 'https://media.printables.com/media/prints/bc2f2436-fc72-4d65-af3c-a2498018db75/previews/thumbs/cover/320x240/png/aee00e9c-ec30-4f7c-9828-7cb40d582f21.webp']]",Free
Printables,"Magen David Shield, Star of David","Experience the beauty and significance of the Magen David Shield, also known as the Star of David. This 3D model showcases precise detailing, perfect for those who appreciate Jewish culture or historical artifacts.",Art & Decorations,Sculptures,https://www.printables.com/model/1352344-magen-david-shield-star-of-david,https://media.printables.com/media/prints/bc4f978f-2236-4d4a-b169-5cadeccb7250/images/10209398_6521818d-9617-41c4-91c5-ee1d0b821fc7_89ae95a7-b102-49ce-8599-c4d73aa98795/thumbs/inside/320x240/png/magen-david-mezuza-render.webp,"Magen David Shield,Star of David,3D model,Jewish culture,historical artifacts,religious symbol,3D print,decorative item,desktop accessory,educational tool,cultural item,display piece,religious item","[['https://media.printables.com/media/prints/bc4f978f-2236-4d4a-b169-5cadeccb7250/images/10209398_6521818d-9617-41c4-91c5-ee1d0b821fc7_89ae95a7-b102-49ce-8599-c4d73aa98795/thumbs/inside/1600x1200/png/magen-david-mezuza-render.webp', 'https://media.printables.com/media/prints/bc4f978f-2236-4d4a-b169-5cadeccb7250/images/10209398_6521818d-9617-41c4-91c5-ee1d0b821fc7_89ae95a7-b102-49ce-8599-c4d73aa98795/thumbs/cover/320x240/png/magen-david-mezuza-render.webp'], ['https://media.printables.com/media/prints/b96782d2-8bc3-4d4d-9c2a-44a2eb8cabf3/previews/thumbs/inside/1600x1200/png/113dd5e9-c892-40d3-b404-7f5dbb2396d3.webp', 'https://media.printables.com/media/prints/b96782d2-8bc3-4d4d-9c2a-44a2eb8cabf3/previews/thumbs/cover/320x240/png/113dd5e9-c892-40d3-b404-7f5dbb2396d3.webp']]",Free
Printables,Apollo 11 moon landing lithophane diogram,"Experience history in an entirely new dimension with this meticulously crafted 3D model depicting the epoch-making Apollo 11 moon landing. This lithophane diorama brings to life the most exciting moment of the Apollo 11 mission, as seen on television. Created for the best quality with a 1.12 layer height, it also offers a standard quality option with a 1.16 layer height. The model requires 5 - 10 percent infill and supports can be used but are not necessary. Whether for your personal collection or a thoughtful gift, this model allows you to hold a piece of history in your hands. Feel free to reach out with any questions or share your finished model in the comments.",Toys & Miniatures,Sci-Fi Miniatures,https://www.printables.com/model/1340994-apollo-11-moon-landing-lithophane-diogram,https://media.printables.com/media/prints/1feac5d9-8ba5-4d53-aad9-158e9f8865f7/images/10117614_4c84a4b7-cbed-47c0-8a0b-1f1541fe46e5_1bae686b-2ffe-4d59-8a56-c6405439b867/thumbs/inside/320x240/jpeg/img_5896.webp,"lithophane,space,moon,moonlanding,apollo11,3D print,model,NASA,history,television,collection,gift,diagram,quality,infills","[['https://media.printables.com/media/prints/1feac5d9-8ba5-4d53-aad9-158e9f8865f7/images/10117614_4c84a4b7-cbed-47c0-8a0b-1f1541fe46e5_1bae686b-2ffe-4d59-8a56-c6405439b867/thumbs/inside/1600x1200/jpeg/img_5896.webp', 'https://media.printables.com/media/prints/1feac5d9-8ba5-4d53-aad9-158e9f8865f7/images/10117614_4c84a4b7-cbed-47c0-8a0b-1f1541fe46e5_1bae686b-2ffe-4d59-8a56-c6405439b867/thumbs/cover/320x240/jpeg/img_5896.webp'], ['https://media.printables.com/media/prints/c80751f1-d080-4abf-9555-540ff3e5017d/previews/thumbs/inside/1600x1200/png/c8ff3a92-8d96-4311-96f2-0468d474aa48.webp', 'https://media.printables.com/media/prints/c80751f1-d080-4abf-9555-540ff3e5017d/previews/thumbs/cover/320x240/png/c8ff3a92-8d96-4311-96f2-0468d474aa48.webp'], ['https://media.printables.com/media/prints/991a42ce-761f-4d9a-b2af-ed8ab6cc1afc/images/10117615_f94d9f96-680d-4244-80e6-f1e1c574e828_8fcbd3e3-39f2-47a2-a0b6-e8e375a3fc3f/thumbs/inside/1600x1200/jpeg/img_5897.webp', 'https://media.printables.com/media/prints/991a42ce-761f-4d9a-b2af-ed8ab6cc1afc/images/10117615_f94d9f96-680d-4244-80e6-f1e1c574e828_8fcbd3e3-39f2-47a2-a0b6-e8e375a3fc3f/thumbs/cover/320x240/jpeg/img_5897.webp'], ['https://media.printables.com/media/prints/5b115821-7ce6-4a2c-afcf-dd61b702f866/images/10117616_0a60bec0-b38e-4696-b5c7-63f33f23ff67_4518a302-9a6e-481f-9558-8e5104db9cfa/thumbs/inside/1600x1200/jpeg/img_5898.webp', 'https://media.printables.com/media/prints/5b115821-7ce6-4a2c-afcf-dd61b702f866/images/10117616_0a60bec0-b38e-4696-b5c7-63f33f23ff67_4518a302-9a6e-481f-9558-8e5104db9cfa/thumbs/cover/320x240/jpeg/img_5898.webp'], ['https://media.printables.com/media/prints/b370aca2-90e6-4d88-a8f0-10b5ae5eaef6/images/10117617_983f9543-d49e-49bc-9167-66ffa6bee597_935c77dc-6e35-4588-a2a3-4173b3f89e78/thumbs/inside/1600x1200/jpeg/img_5899.webp', 'https://media.printables.com/media/prints/b370aca2-90e6-4d88-a8f0-10b5ae5eaef6/images/10117617_983f9543-d49e-49bc-9167-66ffa6bee597_935c77dc-6e35-4588-a2a3-4173b3f89e78/thumbs/cover/320x240/jpeg/img_5899.webp']]",Free
Printables,Ives Church = logo,"Immerse yourself in the spirit of faith and devotion with this 3D model of the Ives Church evangelical logo. Crafted with precision to represent the essence of sanctity, it's a perfect addition to any religious or historical collection. Layered at 0.20mm with a fill of 15%, it manifests a blend of durability and aesthetic appeal. Rendered in Generic ABS filament, the top surface is fashioned in a unique Hilbert Curve, adding an intriguing dimension to the piece.",Art & Decorations,Abstract Objects,https://www.printables.com/model/1340067-ives-church-logo,https://media.printables.com/media/prints/63981c01-2c2e-43e7-80de-aece0070c1d3/images/10116684_9ba8ecb2-25ac-4b55-8c93-00dfa2a230b7_99193a2f-846d-4351-a978-b082721dbd18/thumbs/inside/320x240/png/screenshot-17.webp,"church,ives,faith,religion,evangelical,logo,3D model,historical,sanctity,ABS filament,Hilbert Curve,durable,aesthetic,collection,spiritual","[['https://media.printables.com/media/prints/63981c01-2c2e-43e7-80de-aece0070c1d3/images/10116684_9ba8ecb2-25ac-4b55-8c93-00dfa2a230b7_99193a2f-846d-4351-a978-b082721dbd18/thumbs/inside/1600x1200/png/screenshot-17.webp', 'https://media.printables.com/media/prints/63981c01-2c2e-43e7-80de-aece0070c1d3/images/10116684_9ba8ecb2-25ac-4b55-8c93-00dfa2a230b7_99193a2f-846d-4351-a978-b082721dbd18/thumbs/cover/320x240/png/screenshot-17.webp'], ['https://media.printables.com/media/prints/1340067/previews/thumbs/inside/1600x1200/png/a9e3c360-10ad-4a3e-ae62-fc292330ccac.webp', 'https://media.printables.com/media/prints/1340067/previews/thumbs/cover/320x240/png/a9e3c360-10ad-4a3e-ae62-fc292330ccac.webp'], ['https://media.printables.com/media/prints/739704cb-00fe-409d-8d27-9244ddbd41fc/images/10116686_842d2160-119a-4838-a1ad-9643051c2327_076d42aa-63fa-4817-ba4c-2b574d598171/thumbs/inside/1600x1200/png/screenshot-18.webp', 'https://media.printables.com/media/prints/739704cb-00fe-409d-8d27-9244ddbd41fc/images/10116686_842d2160-119a-4838-a1ad-9643051c2327_076d42aa-63fa-4817-ba4c-2b574d598171/thumbs/cover/320x240/png/screenshot-18.webp'], ['https://media.printables.com/media/prints/138a7bdd-29fc-436d-a218-ebe8036a8ea7/images/10116685_b11738e3-4195-42d3-a950-c4bd7d1082f7_19990547-3715-485d-af3f-b15ae8d6855f/thumbs/inside/1600x1200/png/screenshot-16.webp', 'https://media.printables.com/media/prints/138a7bdd-29fc-436d-a218-ebe8036a8ea7/images/10116685_b11738e3-4195-42d3-a950-c4bd7d1082f7_19990547-3715-485d-af3f-b15ae8d6855f/thumbs/cover/320x240/png/screenshot-16.webp'], ['https://media.printables.com/media/prints/4b0d93a4-ecfe-4a62-a3b4-ca6b422cc16b/images/10110616_a991a093-e279-405a-9558-2c182058def1_8e28beab-1561-4352-8170-9c87dab7f83b/thumbs/inside/1600x1200/png/ives-church.webp', 'https://media.printables.com/media/prints/4b0d93a4-ecfe-4a62-a3b4-ca6b422cc16b/images/10110616_a991a093-e279-405a-9558-2c182058def1_8e28beab-1561-4352-8170-9c87dab7f83b/thumbs/cover/320x240/png/ives-church.webp']]",Free
Printables,Book corners based on Codex Gigas,"Experience the joy of assembling this print model inspired by the Codex Gigas. Designed for a smooth printing process without the need for support, the pieces can be easily glued together after cutting. The result? A unique book corner that adds a touch of historical charm to your reading experience.",Art & Decorations,Abstract Objects,https://www.printables.com/model/1338946-book-corners-based-on-codex-gigas,https://media.printables.com/media/prints/ce841a80-21b7-48ab-aaa5-1f435dbefa60/images/10102383_ac53947d-8488-455c-b516-7e4f0980129a_0850ba9e-9811-4bae-84c9-79f6a8e5faec/thumbs/inside/320x240/jpg/img_20250625_135038.webp,"book,books,devilsbible,bookscorner,3D printing,Codex Gigas,literature,reading accessories,book accessories,DIY,printable model,historical,educational,book lovers,unique gifts","[['https://media.printables.com/media/prints/ce841a80-21b7-48ab-aaa5-1f435dbefa60/images/10102383_ac53947d-8488-455c-b516-7e4f0980129a_0850ba9e-9811-4bae-84c9-79f6a8e5faec/thumbs/inside/1600x1200/jpg/img_20250625_135038.webp', 'https://media.printables.com/media/prints/ce841a80-21b7-48ab-aaa5-1f435dbefa60/images/10102383_ac53947d-8488-455c-b516-7e4f0980129a_0850ba9e-9811-4bae-84c9-79f6a8e5faec/thumbs/cover/320x240/jpg/img_20250625_135038.webp'], ['https://media.printables.com/media/prints/4f7138e9-265a-4340-9579-6d3483ff1cc6/previews/thumbs/inside/1600x1200/png/a67118c8-6084-4a92-a7cf-b5e891f73d06.webp', 'https://media.printables.com/media/prints/4f7138e9-265a-4340-9579-6d3483ff1cc6/previews/thumbs/cover/320x240/png/a67118c8-6084-4a92-a7cf-b5e891f73d06.webp'], ['https://media.printables.com/media/prints/86615514-4835-4e4a-8e8f-ae77a5f74050/images/10102379_1874a37c-c85b-4724-93af-9e6cd800a1a5_db963e8b-7591-4afc-aacc-e83c5535ded9/thumbs/inside/1600x1200/png/snimek-obrazovky-2025-06-26-175631.webp', 'https://media.printables.com/media/prints/86615514-4835-4e4a-8e8f-ae77a5f74050/images/10102379_1874a37c-c85b-4724-93af-9e6cd800a1a5_db963e8b-7591-4afc-aacc-e83c5535ded9/thumbs/cover/320x240/png/snimek-obrazovky-2025-06-26-175631.webp'], ['https://media.printables.com/media/prints/818d38da-3324-41c2-ae3b-cc27ca3dbaeb/images/10102380_10477c8d-6e55-411f-9762-3c4ad86ff076_71da8bac-da55-46a3-8285-1841b7d1a304/thumbs/inside/1600x1200/png/snimek-obrazovky-2025-06-26-175712.webp', 'https://media.printables.com/media/prints/818d38da-3324-41c2-ae3b-cc27ca3dbaeb/images/10102380_10477c8d-6e55-411f-9762-3c4ad86ff076_71da8bac-da55-46a3-8285-1841b7d1a304/thumbs/cover/320x240/png/snimek-obrazovky-2025-06-26-175712.webp'], ['https://media.printables.com/media/prints/55a7ddc0-24d4-4c35-9847-a86062ebb286/images/10102382_c4627cdb-b93b-4024-8651-0c1a14b8ac7d_933ad879-5b92-4779-b9c4-ee420eac923f/thumbs/inside/1600x1200/png/snimek-obrazovky-2025-06-26-175740.webp', 'https://media.printables.com/media/prints/55a7ddc0-24d4-4c35-9847-a86062ebb286/images/10102382_c4627cdb-b93b-4024-8651-0c1a14b8ac7d_933ad879-5b92-4779-b9c4-ee420eac923f/thumbs/cover/320x240/png/snimek-obrazovky-2025-06-26-175740.webp'], ['https://media.printables.com/media/prints/7fda2ae5-a2d3-4c3e-adfc-54db8e3ac922/images/10102381_32cdc429-620a-4baf-8123-cefbc64bbbb4_1b6465c3-7e7a-404f-a5de-b7d09e3a7564/thumbs/inside/1600x1200/png/snimek-obrazovky-2025-06-26-175347.webp', 'https://media.printables.com/media/prints/7fda2ae5-a2d3-4c3e-adfc-54db8e3ac922/images/10102381_32cdc429-620a-4baf-8123-cefbc64bbbb4_1b6465c3-7e7a-404f-a5de-b7d09e3a7564/thumbs/cover/320x240/png/snimek-obrazovky-2025-06-26-175347.webp']]",Free
Printables,Soviet AA / DShK aiming device /colimator. 1:1 replica,"Dive into the pages of history with this detailed 1:1 replica of a Soviet AA / DShK aiming device. Crafted with precision and authenticity, this model brings the past to life in your hands. Perfect for military memorabilia collectors, historical reenactments, and education. For best results, print at a resolution of 0.1-0.2 mm. Note: Some assembly is required.",Art & Decorations,Movie Props,https://www.printables.com/model/1351538-soviet-aa-dshk-aiming-device-colimator-11-replica,https://media.printables.com/media/prints/8a78ce0c-e3b7-444c-bb73-2f97ee2e13cb/images/10200129_cac91276-c5f2-44c0-ae70-16face13f292_24c0eca8-edab-4160-8b19-4cce164d04a1/thumbs/inside/320x240/png/bez-nazvu-1.webp,"replica,gun,soviet,military,history,educational,recreation,collectible,3D print,assembly required,precision,authentic,historical reenactment,detailed,military equipment","[['https://media.printables.com/media/prints/8a78ce0c-e3b7-444c-bb73-2f97ee2e13cb/images/10200129_cac91276-c5f2-44c0-ae70-16face13f292_24c0eca8-edab-4160-8b19-4cce164d04a1/thumbs/inside/1600x1200/png/bez-nazvu-1.webp', 'https://media.printables.com/media/prints/8a78ce0c-e3b7-444c-bb73-2f97ee2e13cb/images/10200129_cac91276-c5f2-44c0-ae70-16face13f292_24c0eca8-edab-4160-8b19-4cce164d04a1/thumbs/cover/320x240/png/bez-nazvu-1.webp'], ['https://media.printables.com/media/prints/efe481ae-67c7-4a03-b90d-b9e79c95a4e3/previews/thumbs/inside/1600x1200/png/ad786658-452d-49e0-9dfb-1bcf06670b77.webp', 'https://media.printables.com/media/prints/efe481ae-67c7-4a03-b90d-b9e79c95a4e3/previews/thumbs/cover/320x240/png/ad786658-452d-49e0-9dfb-1bcf06670b77.webp']]",Free
Printables,PPSh-41 prop 1:1 replica,"Get your hands on this immaculate, 1:1 replica of the iconic PPSH-41! Crafted with meticulous details, this model is perfect for prop creation and replicas. Inspired by an original PPSH-41, this 3D printable version brings history to life. Ideal for enthusiasts and collectors alike!",Art & Decorations,Movie Props,https://www.printables.com/model/1004687-ppsh-41-prop-11-replica,https://media.printables.com/media/prints/1004687/images/7644164_00b3423a-c7e3-45ba-9fb5-c6fed3131f0a_725b7123-7da1-40ff-b8f9-19a7729dfaac/thumbs/inside/320x240/jpg/img_20240715_121034.webp,"replica,prop,model,gun,film,russian,soviet,pps,ppsh41,comunism,3D printed,historical,collectible,war,memorabilia","[['https://media.printables.com/media/prints/1004687/images/7644164_00b3423a-c7e3-45ba-9fb5-c6fed3131f0a_725b7123-7da1-40ff-b8f9-19a7729dfaac/thumbs/inside/1600x1200/jpg/img_20240715_121034.webp', 'https://media.printables.com/media/prints/1004687/images/7644164_00b3423a-c7e3-45ba-9fb5-c6fed3131f0a_725b7123-7da1-40ff-b8f9-19a7729dfaac/thumbs/cover/320x240/jpg/img_20240715_121034.webp'], ['https://media.printables.com/media/prints/1004687/previews/thumbs/inside/1600x1200/png/34456980ea244b80102d10699329eb687bf09805.webp', 'https://media.printables.com/media/prints/1004687/previews/thumbs/cover/320x240/png/34456980ea244b80102d10699329eb687bf09805.webp'], ['https://media.printables.com/media/prints/1004687/images/7644165_ea1ac5b5-02e9-4841-8da9-96d97317afd1_e4509789-4717-4568-b0dd-76d0d9b1cd4f/thumbs/inside/1600x1200/jpg/img_20240715_121008.webp', 'https://media.printables.com/media/prints/1004687/images/7644165_ea1ac5b5-02e9-4841-8da9-96d97317afd1_e4509789-4717-4568-b0dd-76d0d9b1cd4f/thumbs/cover/320x240/jpg/img_20240715_121008.webp'], ['https://media.printables.com/media/prints/1004687/images/7644166_6632a100-f3e7-4234-be19-01ce86cc5b1e_ae84a693-9c19-40fe-a0fe-281483f4f0a7/thumbs/inside/1600x1200/jpg/img_20240715_121117.webp', 'https://media.printables.com/media/prints/1004687/images/7644166_6632a100-f3e7-4234-be19-01ce86cc5b1e_ae84a693-9c19-40fe-a0fe-281483f4f0a7/thumbs/cover/320x240/jpg/img_20240715_121117.webp'], ['https://media.printables.com/media/prints/1004687/images/7644167_600a1b28-a7fe-47c1-8f77-e618059a4dc6_a6181ddf-692f-4be0-b318-5625ad5725e3/thumbs/inside/1600x1200/jpg/img_20240715_120942.webp', 'https://media.printables.com/media/prints/1004687/images/7644167_600a1b28-a7fe-47c1-8f77-e618059a4dc6_a6181ddf-692f-4be0-b318-5625ad5725e3/thumbs/cover/320x240/jpg/img_20240715_120942.webp']]",$22 
